                                179, 184, 187, 202    4, 8, 17, 6         
                                203, 206, 207, 208    4, 6, 4, 35         
                                210, 221, 223, 280    37, 4, 11, 28       
                                281, 283, 283, 285    8, 7, 17, 12        
                                329, 338, 338, 348    36, 5, 25, 28       
                                351                   29                  
хөрөнг                          27, 62, 76, 80        18, 12, 13, 10      
                                83, 113               35, 17              
хөрөнгө                         27, 62, 76, 80        18, 12, 13, 10      
                                83, 113               35, 17              
төсөв                           27, 78, 79, 284       21, 4, 19, 8        
                                338                   18                  
бүсчлэл                         28, 31, 31, 32        11, 8, 13, 10       
                                32, 147, 210, 229     11, 9, 31, 10       
                                231, 238              8, 8                
шалгуур үзүүлэлт                31, 32                15, 5               
газр                            31, 32, 147, 152      12, 9, 8, 15        
                                155, 156, 156, 157    14, 15, 24, 18      
                                170, 204, 205, 205    12, 2, 12, 32       
                                210, 213, 214, 221    30, 37, 16, 23      
                                221, 229, 255, 256    32, 9, 4, 13        
                                258, 265, 287         11, 8, 19           
санал                           31, 114, 129, 155     24, 10, 27, 11      
                                157, 186, 205, 208    10, 13, 9, 38       
                                210, 220, 221, 221    41, 17, 12, 30      
                                229, 230              13, 10              
дүрм                            32, 69, 70, 71        12, 7, 3, 3         
                                238, 256              9, 15               
нийгмийн дэд бүтц               33                    15                  
барилга байгууламж              33, 33, 49            18, 34, 11          
газар эзэмших                   33                    30                  
дүрэм                           33, 37, 39, 68        5, 7, 5, 5          
                                145, 210, 229, 236    9, 32, 11, 3        
                                256, 331              3, 15               
хүн                             33, 213, 221, 253     7, 13, 13, 14       
                                305, 348, 348, 349    3, 12, 21, 3        
                                351, 355              10, 4               
зам                             33, 49, 61, 263       22, 17, 2, 6        
                                271                   2                   
зөвшөөрөл                       33, 318, 345          37, 6, 19           
бэлг                            35, 36                3, 3                
бэлэг                           35, 36                3, 3                
журм                            36, 86, 110, 117      8, 5, 12, 15        
                                146, 156, 162, 166    10, 19, 13, 19      
                                184, 203, 248, 282    11, 11, 22, 9       
                                285, 320, 349         15, 20, 10          
төрийн бус байгууллаг           43                    16                  
төрийн бус байгууллага          43                    16                  
олон улсын байгууллага          43, 340               24, 10              
олон улсын байгууллаг           43, 340               24, 10              
төлөөлөгчийн газар              43                    22                  
үйл ажиллагаа                   43, 45, 47, 59        28, 8, 16, 4        
                                116, 154, 155, 156    3, 13, 6, 6         
                                172, 177, 225, 241    21, 7, 4, 6         
                                278, 280, 290, 310    8, 5, 3, 6          
                                316, 316, 320, 330    6, 13, 3, 3         
                                332, 337, 338         10, 5, 19           
шүүх                            43                    9                   
спорт                           44                    14                  
зорчигч                         45, 240               3, 3                
ачаа                            45, 253, 258, 260     5, 36, 4, 6         
зохицуулалт                     45, 54, 59, 60        11, 9, 6, 6         
түүх, соёлын дурсгалт газр      46                    5                   
олон улсын чанартай  авто зам   47                    6                   
олон улсын чанартай авто зам    47                    6                   
хөрөнгө оруулалт                48, 76, 112, 113      6, 9, 6, 23         
                                114, 115, 118, 124    7, 6, 9, 11         
                                124, 126, 323         21, 5, 18           
авто зам                        49                    13                  
үйлчилгээ                       49, 61, 94, 147       29, 7, 16, 10       
                                147, 159, 195, 213    13, 5, 8, 16        
                                231, 273, 295, 319    17, 6, 4, 4         
                                331                   19                  
сан                             51, 98, 99, 111       3, 5, 5, 3          
                                323                   15                  
хөтөлбөр                        54, 157, 157, 157     7, 6, 9, 15         
                                223, 302, 303         4, 4, 4             
суурин газр                     55                    2                   
авто замын арчлалт              56                    2                   
ус                              58, 270, 324          2, 4, 2             
холбоо                          59, 94, 120, 122      3, 8, 3, 3          
                                205, 256, 342         5, 10, 4            
зар сурталчилгаа                60                    4                   
төсөл, арга хэмжээ              61, 62, 64            19, 7, 21           
нийтийн тээвр                   61                    5                   
зээл                            62, 62, 111, 319      2, 13, 4, 7         
төлбөр                          62, 97, 147, 311      15, 16, 21, 2       
                                317                   4                   
дурсгалт газр                   64                    11                  
орон сууц                       65                    4                   
ашиглалт                        65, 146               6, 9                
сангийн хөрөнг                  76, 99, 109, 110      24, 10, 5, 5        
сангийн хөрөнгө                 76, 99, 109, 110      24, 10, 5, 5        
орлог                           76                    21                  
орлого                          76                    21                  
орон нутгийн төсв               80, 80                13, 21              
үнэт цаас                       85, 86, 87, 323       4, 7, 2, 11         
өрийн удирдлага                 87                    6                   
өрийн удирдлаг                  87                    6                   
төр, хувийн хэвшлийн түншлэл    90, 90, 223           2, 10, 5            
төсөл                           90, 153, 157, 157     6, 13, 5, 8         
                                157, 223, 306         14, 3, 14           
орон нутгийн өмч                93, 93                3, 7                
ажил                            94                    15                  
гэрээ                           94, 165, 178, 214     23, 55, 10, 27      
                                224, 331, 341         16, 14, 3           
албан татвар                    95, 96, 96, 97        5, 3, 7, 14         
                                147, 312, 313         19, 5, 3            
хураамж                         97, 147, 327, 328     17, 22, 14, 17      
стандарт                        100, 145, 225, 236    2, 11, 20, 4        
инноваци                        102, 264, 291         2, 3, 3             
инновац                         102, 264, 291         2, 3, 3             
төсв                            109, 284              9, 6                
хяналт тавих                    110, 166, 179, 194    10, 17, 20, 15      
                                195                   14                  
өр                              111                   6                   
авлиг                           111                   7                   
авлига                          111                   7                   
ашгийн төлөө үйл ажиллагаа      113                   10                  
хөрөнгө оруулагч                116, 116, 118, 129    7, 22, 12, 4        
зөвлөл                          116, 117, 117, 279    24, 5, 12, 12       
                                281, 281, 281, 282    3, 9, 43, 3         
шийдвэр                         119, 121, 138, 153    5, 8, 4, 12         
                                154, 156, 194, 194    11, 16, 7, 10       
                                204, 207, 208, 210    3, 25, 20, 20       
                                213, 214, 220, 225    38, 17, 12, 28      
                                228, 234, 240, 265    4, 5, 16, 4         
                                287, 338, 338         20, 16, 27          
журам                           119, 126, 145, 329    16, 12, 10, 21      
мэдээлл                         120, 193              4, 4                
тусгай зөвшөөрөл                122                   8                   
үр                              124, 152, 154, 248    13, 12, 17, 13      
                                259                   12                  
ажл                             137, 152, 173, 174    9, 9, 3, 3          
                                176, 180, 185, 186    7, 3, 6, 4          
                                188, 188, 188, 189    3, 9, 16, 3         
                                189, 189, 190, 191    9, 16, 4, 4         
                                195, 263, 283, 283    10, 3, 4, 8         
                                284, 326, 329, 329    4, 13, 4, 15        
                                338                   30                  
захиргааны байгууллага          139                   5                   
захиргааны байгууллаг           139                   5                   
тушаал                          139, 139, 184, 354    11, 19, 6, 5        
тайлан                          142, 143, 144         17, 21, 21          
тал                             145, 228, 230, 351    6, 5, 9, 15         
талууд                          145, 228, 230, 351    6, 5, 9, 15         
заавар                          145                   12                  
нийтийн эдэлбэрийн газар        146                   4                   
хуулийн төсөл                   156                   9                   
төсл                            156, 194              17, 8               
дүгнэлт                         157                   11                  
аж ахуйн нэгж                   159, 178, 210, 306    7, 6, 13, 7         
                                325, 326              6, 8                
мэргэжлийн зөвлөл               162                   7                   
захирамж                        168, 285              10, 10              
гишүүн                          170, 205, 281, 342    13, 33, 10, 7       
иргэн                           178, 183, 210, 242    5, 15, 12, 9        
                                248, 348              16, 9               
ажилтан                         180                   5                   
хэвлэмэл хуудас                 184, 285              17, 21              
мэргэжил                        192                   3                   
бусад этгээд                    197, 199              6, 4                
салбар                          208, 208              16, 18              
хэсэгчилсэн ерөнхий төлөвлөгөө  210, 229, 231, 238    26, 5, 5, 5         
үндэсний их баяр наадам         213                   19                  
бараа                           213                   15                  
тохиолдол                       218, 277, 305         13, 4, 6            
үйлчилгээний хүртээмж           221                   16                  
мэдээлэл                        228, 338              6, 6                
орон байр                       238                   11                  
нийтийн эзэмшлийн эд хөрөнг     244                   3                   
нийтийн эзэмшлийн эд хөрөнгө    244                   3                   
хог хаягдал                     246                   3                   
суурин газар                    253                   44                  
соёлын үйлчилгээ                260                   3                   
сүлжээ                          262                   6                   
мэргэжлийн сургалт              264                   4                   
зогсоол                         272                   2                   
сууц                            273                   2                   
зөвлөх                          279                   7                   
нээлт                           280, 281              19, 33              
нэгжийн удирдлаг                281, 305              19, 16              
нэгжийн удирдлага               281, 305              19, 16              
технологи                       291                   2                   
технолог                        291                   2                   
агуулах                         293                   2                   
хүнс                            294, 296              3, 8                
согтууруулах ундаа              296                   11                  
тайлбар                         296                   1                   
нээлттэй дуудлага худалдаа      306                   10                  
эд хөрөнг                       312                   3                   
эд хөрөнгө                      312                   3                   
баримт бичг                     318, 326, 328, 329    4, 16, 12, 10       
баримт бичиг                    318, 326, 328, 329    4, 16, 12, 10       
хөнгөлөлт                       319                   6                   
орон нутгийн төсөв              323                   7                   
гадаадын зээл                   323                   20                  
гадаад зээл                     323                   20                  
сэргээгдэх эрчим хүч            324                   7                   
аж ахуйн үйл ажиллагаа          326                   3                   
хуулийн этгээдийн улсын бүртгэл  327                   7                   
өргөдөл                         327, 328              6, 6                
гэрчилгээ                       327, 329, 329, 331    11, 34, 38, 7       
итгэмжлэл                       328                   15                  
шүүхийн шийдвэр                 333                   4                   
ил тод, нээлттэй байх           338                   21                  
цахим хуудас                    338                   34                  
гэмт хэрэг                      354                   8                   
гэмт хэрг                       354                   8                   
төрийн алб                      354                   13                  
төрийн алба                     354                   13                  
